,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
Fwd Header Length.1,0.03855358113635106,0.010070711773399696,0.018164499610934998,0.017868774621187383,0.018163071979799168,0.0018924812016716985,0.02069633448188216,-0.00736073380535078,0.0184905506175574,0.018489866735691644,-0.0035339556375276753,0.0008390066329899615,-0.004588688493694519,-0.005065616524747228,0.002706140207230692,0.005691904618044698,-0.0063986101509699396,-0.001379785549903267,0.00470730413910112,-0.0064411283255702174,0.007090898485122876,-0.00019955890445354422,0.0007752163188592327,0.0027485689526340314,-0.0004124528724551945,0.01645930732663402,0.008378379133244641,0.013965035648017238,0.015064644198196067,-0.0011383555839302958,0.004840969124197515,,,,1.0,0.018748937009705032,0.004934453250015148,0.006554194546970278,-0.00736053740973278,-0.003538732725625086,-0.0035583499874117515,-0.005050435368679278,-0.00505044931910886,-0.00016096660535760464,0.004840969124197515,,0.01057606053999018,-0.010591609336307746,-0.0004188439443593013,,,0.00695757314303474,-0.004086101603532811,0.0184905506175574,-0.004588688493694519,1.0,,,,,,,0.018164499610934998,0.018163071979799168,0.017868774621187383,0.0018924812016716985,0.016871143513056457,0.0185451223950538,0.01806826913539606,3.5782891780272536e-05,0.0005501579758069533,0.0816136507099066,0.0006522091178306729,0.00038625912841610014,-0.0011277946846708184,0.00015473292683030812,-0.0016140985718088423,-0.000673680083020915
Fwd Avg Bytes/Bulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fwd Avg Packets/Bulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fwd Avg Bulk Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bwd Avg Bytes/Bulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bwd Avg Packets/Bulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bwd Avg Bulk Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subflow Fwd Packets,-0.05404871523204343,0.8512846597985002,1.0,-0.3089856910119083,0.6729404173688514,-0.3220474291223553,-0.35059436780340036,0.35472836833145627,-0.7121759790957988,-0.713002330151656,-0.30551817834519873,-0.06896208695576178,-0.3040380407009714,-0.3013707161165261,-0.6825669397833102,-0.8506609879950792,0.8450571556374534,0.8494081939222754,0.8491705489028493,-0.3919255394623421,0.892355312132575,0.8710687487177449,0.8909908492060605,0.8901171219923,-0.5057017497860081,-0.296674649670517,-0.296554582699649,-0.2964490876931958,-0.297265730896515,-0.2896431736171307,-0.01674920839210724,,,,0.018164499610934998,-0.31857698705712095,-0.8090240453913798,-0.6854085641319013,0.3548054805801806,-0.30198796753942214,-0.6732156677997881,-0.4430546367198808,-0.4428612203410798,-0.025329385432930528,-0.01674920839210724,,-0.8888028658278504,0.8910154176250162,-0.07678310184941037,,,-0.8674780300746081,-0.7009628316277535,-0.7121759790957988,-0.3040380407009714,0.018164499610934998,,,,,,,1.0,0.6729404173688514,-0.3089856910119083,-0.3220474291223553,-0.8842297180695509,-0.3635952941715574,0.9986472109992288,-0.006583270231524168,0.8013044844061813,0.02414342958992174,0.8013075243913691,0.8012851912289058,0.8231848651166214,0.4886179434977817,0.82329047027939,0.7819686864451126
Subflow Fwd Bytes,-0.056900405171098616,0.4902841509565383,0.6729404173688514,0.2009861592615276,1.0,0.2018523442844271,0.24620931360254342,-0.23150043685931382,-0.08509152199464018,-0.09174109898257683,0.1992993786657885,-0.04643856065104837,0.20011654619989458,0.2009894616633633,-0.09440962283885229,-0.44667967905984085,0.4332305354553325,0.4579683855663178,0.4853009861847965,-0.34904243943422913,0.4867900492004505,0.43642622558230304,0.47569394025701034,0.4828447172484247,-0.3589884974021292,0.20443462738377433,0.20442691234941712,0.20345631164068118,0.20399490361248918,0.20794886492333273,0.029589139547708598,,,,0.018163071979799168,0.2150158076346671,-0.4415919555803419,-0.08956293639438896,-0.23160166276376778,0.20224365297270164,-0.08008633718347231,0.09397769145808782,0.09411715024144161,-0.02939740761549221,0.029589139547708598,,-0.3226463623495824,0.3199968913364216,-0.07221464928859221,,,-0.32633824552595175,-0.2038004617099145,-0.08509152199464018,0.20011654619989458,0.018163071979799168,,,,,,,0.6729404173688514,1.0,0.2009861592615276,0.2018523442844271,-0.32305920907408436,0.22335861509918312,0.6725167785023853,0.006576517342809546,0.5198742039468317,0.021158309758997434,0.5198755200530201,0.5199166619941779,0.5380513638732889,0.4872394226967736,0.5381904314830422,0.4642419521124109
Subflow Bwd Packets,-0.024579993788927196,-0.24281157249351093,-0.3089856910119083,1.0,0.2009861592615276,0.7678182815872642,0.8570082869382825,-0.8588708076703097,0.7689177282618923,0.770320491167771,0.5309341143851423,-0.02546423757976344,0.4809781906554368,0.5089140923938614,0.6960667576317602,0.2952275495290379,-0.30906649296015215,-0.28272659009714984,-0.24905281774664548,-0.004206387690912489,-0.306933721406626,-0.3165328400184636,-0.313531465377051,-0.30963657353989016,0.16751370890270587,0.7414951155943125,0.6930167867496085,0.7172298600448712,0.7414724699567178,0.6254978646938013,-0.014218561826254245,,,,0.017868774621187383,0.9530425143540816,0.22501795029914246,0.7544457516148161,-0.8589074869558584,0.5300241228665208,0.5838234819274568,0.5154944915684195,0.5154202766503871,-0.018363954118382764,-0.014218561826254245,,0.5918880327449081,-0.591393159789115,-0.022514686313471234,,,0.6686920510697724,0.574262220590133,0.7689177282618923,0.4809781906554368,0.017868774621187383,,,,,,,-0.3089856910119083,0.2009861592615276,1.0,0.7678182815872642,0.5890411352014264,0.8554081996064795,-0.3090325398297259,0.0041960885650509355,-0.1909859051480909,0.02039859212412237,-0.1909778427977384,-0.19097669098637116,-0.13449585042460274,0.2063876039158647,-0.13442140445012823,-0.20800783488426133
Subflow Bwd Bytes,-0.03765960974438043,-0.23026331296335564,-0.3220474291223553,0.7678182815872642,0.2018523442844271,1.0,0.8728399129713501,-0.8763822793830791,0.782406992448346,0.7842602964094675,0.8145914045292343,-0.011974725623793087,0.8082252173245753,0.8187195050117935,0.6918551735765262,0.2697737554088128,-0.2733211143741627,-0.2556090741869088,-0.23384189952124454,-0.0473003388881045,-0.42471327188742136,-0.43428965265211295,-0.42418605867578457,-0.4279034077655706,0.13787351394273542,0.7987465935069735,0.7957931260527416,0.8025149892438669,0.8032046745591678,0.5651036745102819,-0.015737648649304357,,,,0.0018924812016716985,0.822944169981568,0.21037881401364636,0.7151516311343477,-0.876383732322574,0.8139361007080421,0.7834733597086948,0.8290315376888953,0.8289939513601491,-0.018734607968679522,-0.015737648649304357,,0.6092599216167564,-0.6068106740931729,-0.031613137977738674,,,0.5754231288745385,0.7704570257898412,0.782406992448346,0.8082252173245753,0.0018924812016716985,,,,,,,-0.3220474291223553,0.2018523442844271,0.7678182815872642,1.0,0.6053508282939101,0.8736349006602794,-0.3229961394615216,0.004281346621360128,-0.20288983609534547,-0.0014710929690102599,-0.20289312337975857,-0.20287317019212495,-0.144377402649177,0.2055293741916083,-0.14435361279021355,-0.21789171982073868
Init_Win_bytes_forward,0.011137376814643727,-0.7826808319851463,-0.8842297180695509,0.5890411352014264,-0.32305920907408436,0.6053508282939101,0.6759920657053786,-0.6818383920615861,0.9153694507669765,0.9231823695198158,0.5798994203611723,-0.004373793227117606,0.5802085558042337,0.5800969129476936,0.8588062857429098,0.8080168659291967,-0.8087662414140805,-0.7970525412575271,-0.7840891816253226,0.3021386498454104,-0.8426629123646416,-0.8423674162733451,-0.8410900557229454,-0.8431227242528799,0.45993873480493214,0.5795535262888071,0.579483584135243,0.5800575269782792,0.5798573834353729,0.5699296410304057,-0.012179382235948324,,,,0.016871143513056457,0.6164280254850522,0.7530356842587589,0.8694436469300182,-0.681823122101654,0.5792987123385428,0.8760912221275188,0.6905430049684002,0.690370943940043,-0.028661328927812337,-0.012179382235948324,,0.9960748531371008,-0.9885816776022832,-0.02456417052455073,,,0.9452896734036752,0.8611603446109724,0.9153694507669765,0.5802085558042337,0.016871143513056457,,,,,,,-0.8842297180695509,-0.32305920907408436,0.5890411352014264,0.6053508282939101,1.0,0.6764254994383658,-0.8863879699675299,0.007196043531977708,-0.7157437168398115,0.013662970116807383,-0.7157280103509069,-0.7157311291389834,-0.7175696612346143,-0.2980683355835768,-0.7176116650905463,-0.7171150542419399
Init_Win_bytes_backward,0.023788745285422623,-0.2934759160187551,-0.3635952941715574,0.8554081996064795,0.22335861509918312,0.8736349006602794,0.9796383177286923,-0.9900270353081674,0.8751444801617128,0.8799629259552983,0.8459450467876667,0.030021161052190347,0.8462409712103202,0.8433909770764745,0.811427079776999,0.3364354378162427,-0.33983574840395886,-0.32354624113199726,-0.3002498040748212,0.056175088726407786,-0.3583241271952508,-0.3686643726958842,-0.36581993978566524,-0.3621903934651667,0.19933798628855107,0.8384312270552606,0.8383600981821996,0.8381575990721337,0.8384560283371151,0.8378463562265273,-0.007998555463441756,,,,0.0185451223950538,0.8925132618334961,0.27252668107626526,0.8428046514409361,-0.9901420424796775,0.8424086121080517,0.8398221043256151,0.8407151978183822,0.8407175200614959,-0.019965024428440448,-0.007998555463441756,,0.6772091175067525,-0.6737478439328782,0.0459732911854821,,,0.6512616153555225,0.8273458414976882,0.8751444801617128,0.8462409712103202,0.0185451223950538,,,,,,,-0.3635952941715574,0.22335861509918312,0.8554081996064795,0.8736349006602794,0.6764254994383658,1.0,-0.3650108438513397,0.004864662096646461,-0.22473635130902742,0.009731233148218933,-0.2247345489186547,-0.22472218125967633,-0.15813272982711837,0.23930853345162773,-0.15795742649808253,-0.2437940717601694
act_data_pkt_fwd,-0.05700407471029221,0.8517017205306504,0.9986472109992288,-0.3090325398297259,0.6725167785023853,-0.3229961394615216,-0.35221831438854795,0.3567900219382996,-0.7110996167642205,-0.7134436003039322,-0.3066533394918311,-0.09330200853027107,-0.30599480755513386,-0.3023834460520669,-0.6836803074286835,-0.8512478639755932,0.8456030887075895,0.8499884462870779,0.8496907235673665,-0.3913951384137939,0.8927199767926046,0.8717153288849704,0.8915790933316735,0.8906123072353749,-0.5049728549623794,-0.29738906922307473,-0.297533497387589,-0.29726568817782045,-0.2979874273394919,-0.2908748650773511,-0.02207792551197407,,,,0.01806826913539606,-0.31895583711198033,-0.8096687831799352,-0.6865498452685089,0.35686718488804786,-0.3030710830130836,-0.6740042754948538,-0.44425948020702166,-0.4440667019275738,-0.02530749371499914,-0.02207792551197407,,-0.8894404122411665,0.8887579817156952,-0.07678683250424004,,,-0.8669252075184259,-0.7017272663897555,-0.7110996167642205,-0.30599480755513386,0.01806826913539606,,,,,,,0.9986472109992288,0.6725167785023853,-0.3090325398297259,-0.3229961394615216,-0.8863879699675299,-0.3650108438513397,1.0,0.0065684799704484615,0.8011762993433356,0.017672592294808,0.801176938854589,0.8012277837981391,0.8232892269475983,0.48815144978515274,0.823384830547969,0.7821850602209973
min_seg_size_forward,0.058470255469748045,-0.006231211400350643,-0.006583270231524168,0.0041960885650509355,0.006576517342809546,0.004281346621360128,0.00750148313597091,0.00266720603006403,0.0067025270810627865,0.004329197312708702,0.004145031119082747,0.00024177904260912902,0.004146472798017645,0.004128391257909826,0.004595524575523704,0.0007745609945489163,-0.0005047990830211823,-0.0011565558424786865,-0.004043336701265187,0.006094764156371159,-0.006234108207447525,-0.0004244655189390053,-0.0010924029799086155,-0.00404334355123475,0.0060687774348225695,0.0041150360106715946,0.004115036010652564,0.004110417808457264,0.004115036010953371,0.0041169287075440205,7.175697910576507e-05,,,,3.5782891780272536e-05,0.0043814616736512785,0.0006244190792859649,0.004132458850075956,0.0026671348649342395,0.006398605363555114,0.006382805100288829,0.004122703262854084,0.00412271465068055,5.832721462317301e-05,7.175697910576507e-05,,0.003320155602453025,0.003910925255974335,0.0001517706146687223,,,0.003190189582077838,0.006271797172624315,0.0067025270810627865,0.004146472798017645,3.5782891780272536e-05,,,,,,,-0.006583270231524168,0.006576517342809546,0.0041960885650509355,0.004281346621360128,0.007196043531977708,0.004864662096646461,0.0065684799704484615,1.0,-0.006902967044047055,-0.2665524943775386,-0.007039530426862563,-0.0015335079738979338,-0.003557149464100913,-0.009870603546328321,-0.004563073345360593,-0.0016607492646870837
Active Mean,-0.023782949164980992,0.8351486173026389,0.8013044844061813,-0.1909859051480909,0.5198742039468317,-0.20288983609534547,-0.21816340308050064,0.21972947500729947,-0.5323040272343247,-0.5338944945400259,-0.1905080337454331,-0.05048927729746773,-0.18984200763644737,-0.18830637971135722,-0.5804145508957808,-0.822361075704515,0.8162338030408799,0.8273442041107383,0.836182782502017,-0.3048296038111372,0.8344943977946024,0.8223601614477841,0.8311335082269756,0.8361782412284678,-0.3912114555483792,-0.18520506524582794,-0.18513920897516364,-0.1851357170837574,-0.1855663025463087,-0.17688656964164215,-0.010065917439057073,,,,0.0005501579758069533,-0.19741809612092834,-0.8261541444862803,-0.5165166271698141,0.21977232591811963,-0.18886389079601665,-0.510286218552881,-0.31021985628625987,-0.3100162132371147,-0.012694371194577723,-0.010065917439057073,,-0.7187208378056379,0.7176075142038809,-0.03269058571537914,,,-0.6915083026121004,-0.5150741822998999,-0.5323040272343247,-0.18984200763644737,0.0005501579758069533,,,,,,,0.8013044844061813,0.5198742039468317,-0.1909859051480909,-0.20288983609534547,-0.7157437168398115,-0.22473635130902742,0.8011762993433356,-0.006902967044047055,1.0,0.022446015186456017,0.9999994658141041,0.9999847084440502,0.951448056133011,0.3232365765968932,0.9437200664781573,0.9537087252008951
Active Std,0.13323841986238058,0.021207031492425858,0.02414342958992174,0.02039859212412237,0.021158309758997434,-0.0014710929690102599,0.024129030662374602,-0.008774246217016165,0.02154139456374963,0.022195478341251067,-0.00638655757407403,0.012350228623436548,-0.007163847679798786,-0.007724371893147015,-0.0066777681137108295,-0.01155346410184002,0.010355235309073431,0.010841661894334312,0.013857405432469808,-0.004231076765164192,0.02118057301329162,0.01327834298333132,0.011760770810708128,0.013941104092543673,0.0010874321726225054,0.021142340283264213,0.020595596454352168,0.020068909743929404,0.02113225189550188,0.005304499897933388,0.04420398535266548,,,,0.0816136507099066,0.02158392783701049,-0.013300002916715107,2.3597671125663443e-05,-0.009390772660098277,-0.006832288472826595,-0.0073421933049919764,-0.0074816185624104045,-0.0074816392283105285,-0.00021885774784558763,0.04420398535266548,,0.010949634941608187,-0.012896883504463505,-0.0005694798753914866,,,-0.002506473064268566,-0.007513812083406703,0.02154139456374963,-0.007163847679798786,0.0816136507099066,,,,,,,0.02414342958992174,0.021158309758997434,0.02039859212412237,-0.0014710929690102599,0.013662970116807383,0.009731233148218933,0.017672592294808,-0.2665524943775386,0.022446015186456017,1.0,0.023071626780853532,0.020666930193104643,0.016438455857279197,0.03704993952240492,0.015638719856676954,0.016585695155423234
Active Max,-0.023689078917636493,0.835151322704814,0.8013075243913691,-0.1909778427977384,0.5198755200530201,-0.20289312337975857,-0.21815413941015738,0.2197299015775763,-0.532288865714856,-0.5338789852652217,-0.19051662167101097,-0.0504786693744165,-0.18985163554038872,-0.1883161546039625,-0.5804161523914841,-0.822357502618971,0.8162294636276018,0.827339575298417,0.8361800191056856,-0.30482706761591544,0.8344972305092246,0.8223578545086652,0.8311294635711599,0.8361756667993441,-0.39120458430849137,-0.18519692834061757,-0.1851313893225648,-0.18512756604983222,-0.18555816162945138,-0.17688734747818124,-0.01004370007120003,,,,0.0006522091178306729,-0.19740952531244468,-0.8261519153459564,-0.5165150620774499,0.21977273609986972,-0.18887271223649316,-0.5102889405694435,-0.3102271259202081,-0.31002349005323304,-0.01269437119457934,-0.01004370007120003,,-0.7187059329603265,0.7175916207661833,-0.03269060475917799,,,-0.6915023035074441,-0.5150771594837654,-0.532288865714856,-0.18985163554038872,0.0006522091178306729,,,,,,,0.8013075243913691,0.5198755200530201,-0.1909778427977384,-0.20289312337975857,-0.7157280103509069,-0.2247345489186547,0.801176938854589,-0.007039530426862563,0.9999994658141041,0.023071626780853532,1.0,0.9999829296423542,0.95144425035862,0.3232624477350063,0.9437169476156874,0.9537051651663904
Active Min,-0.023538446203264302,0.8351328302136275,0.8012851912289058,-0.19097669098637116,0.5199166619941779,-0.20287317019212495,-0.21813868372445233,0.21975272946314037,-0.5322925208809813,-0.5338957726672248,-0.1904892513640685,-0.050511246428755215,-0.1898226749604416,-0.18828689204277865,-0.5804056148631938,-0.8223784829457343,0.8162529101726312,0.8273591927426548,0.836181516708808,-0.3048021029724753,0.8344785174786248,0.8223784977678789,0.8311485937865478,0.8361769363576776,-0.39118898441416694,-0.185196071064569,-0.18512978128573254,-0.18512674417215796,-0.18555731715258,-0.1768698299241274,-0.010135884067813739,,,,0.00038625912841610014,-0.19740856586725872,-0.8261714666784251,-0.5165102502606325,0.2197955845435525,-0.18883297612086639,-0.5102652607624563,-0.3102042240844967,-0.31000057286785515,-0.012694371195831188,-0.010135884067813739,,-0.7187273076481246,0.7176527855765845,-0.03269055918671836,,,-0.6915111219199906,-0.51505356894436,-0.5322925208809813,-0.1898226749604416,0.00038625912841610014,,,,,,,0.8012851912289058,0.5199166619941779,-0.19097669098637116,-0.20287317019212495,-0.7157311291389834,-0.22472218125967633,0.8012277837981391,-0.0015335079738979338,0.9999847084440502,0.020666930193104643,0.9999829296423542,1.0,0.9514516505856103,0.32318012631413284,0.9437186396520986,0.9537224261042744
Idle Mean,-0.02647911854178313,0.8826199508053858,0.8231848651166214,-0.13449585042460274,0.5380513638732889,-0.144377402649177,-0.1529293077420467,0.15349734572042478,-0.5045644718327661,-0.5062261790798653,-0.13283513182613624,-0.051230630313781916,-0.13249724213115305,-0.1306435699301335,-0.5563992177438032,-0.8756149089933293,0.8742371384532382,0.8801401721968346,0.8844914288202353,-0.3321748101514161,0.88291932255153,0.8780555991266199,0.8822954152168558,0.8844946315515672,-0.41197935727834006,-0.12939756211520737,-0.1292686828204243,-0.12940968037544717,-0.12979520305487438,-0.12000337761675872,-0.01162955291235073,,,,-0.0011277946846708184,-0.13819640631455085,-0.8804147004223096,-0.4938672521888043,0.15354095492160483,-0.1313102583110781,-0.4809480511485049,-0.2637659788048879,-0.2636016703395357,-0.012699406560970588,-0.01162955291235073,,-0.720014192101936,0.7189247431641668,-0.03286619931403244,,,-0.6923784554355219,-0.4748076470881221,-0.5045644718327661,-0.13249724213115305,-0.0011277946846708184,,,,,,,0.8231848651166214,0.5380513638732889,-0.13449585042460274,-0.144377402649177,-0.7175696612346143,-0.15813272982711837,0.8232892269475983,-0.003557149464100913,0.951448056133011,0.016438455857279197,0.95144425035862,0.9514516505856103,1.0,0.48029967151314557,0.9982232679358274,0.9781825247242443
Idle Std,-0.008549807446366535,0.4696320763683351,0.4886179434977817,0.2063876039158647,0.4872394226967736,0.2055293741916083,0.2395276946028674,-0.24078426745504364,-0.0664737453491283,-0.06735605225303776,0.205577609766445,-0.02127908177766278,0.20533454038766621,0.20574106739303105,-0.08702671745747172,-0.46575030787895644,0.4662086429406031,0.45532771974301445,0.4553591234570657,-0.23121955204135253,0.46966966527452236,0.46856003397871115,0.4542715499432839,0.4553626025015101,-0.2394631189977777,0.2032205464385177,0.20360412007680462,0.20298766583643982,0.20283890430702184,0.21401558336023194,-0.004626278277675646,,,,0.00015473292683030812,0.21714930727067933,-0.4687078245221914,-0.0735036557153975,-0.24080338831766188,0.20558545253747426,-0.060615661050038794,0.10364729341644546,0.1037198832427692,-0.005266659006255613,-0.004626278277675646,,-0.2988240951686445,0.29831164165619445,-0.013704135878835715,,,-0.2869794778643636,-0.05966427394375222,-0.0664737453491283,0.20533454038766621,0.00015473292683030812,,,,,,,0.4886179434977817,0.4872394226967736,0.2063876039158647,0.2055293741916083,-0.2980683355835768,0.23930853345162773,0.48815144978515274,-0.009870603546328321,0.3232365765968932,0.03704993952240492,0.3232624477350063,0.32318012631413284,0.48029967151314557,1.0,0.5138916797726168,0.33137872760577247
Idle Max,-0.026930871516811207,0.8850514294899321,0.82329047027939,-0.13442140445012823,0.5381904314830422,-0.14435361279021355,-0.1527778990211537,0.15329763713412886,-0.5045416917309429,-0.5061995752840847,-0.13263429237634264,-0.05129638515151015,-0.1322872490137832,-0.13044451968537743,-0.5585270861817624,-0.8756212934796562,0.8762821875740795,0.881608056163579,0.8860657901637689,-0.332407664408652,0.8853523544589118,0.8802082451817642,0.8837316143361199,0.8860690040110629,-0.4121360206190477,-0.12957993665949943,-0.12941431250389843,-0.12957076615378724,-0.12997944822703908,-0.11970521012607187,-0.011869788349695471,,,,-0.0016140985718088423,-0.13814110893984227,-0.8826229203184782,-0.49514835377548566,0.1533411404481553,-0.13111204950558147,-0.48086335444364214,-0.2636232445567902,-0.26345859813426525,-0.012699404643823629,-0.011869788349695471,,-0.7200529942182525,0.718956281027143,-0.03286619435243571,,,-0.692400227340854,-0.4747249038292467,-0.5045416917309429,-0.1322872490137832,-0.0016140985718088423,,,,,,,0.82329047027939,0.5381904314830422,-0.13442140445012823,-0.14435361279021355,-0.7176116650905463,-0.15795742649808253,0.823384830547969,-0.004563073345360593,0.9437200664781573,0.015638719856676954,0.9437169476156874,0.9437186396520986,0.9982232679358274,0.5138916797726168,1.0,0.9700648894221154
Idle Min,-0.02624143094574744,0.8567478441226205,0.7819686864451126,-0.20800783488426133,0.4642419521124109,-0.21789171982073868,-0.2378312668093747,0.23898775001024505,-0.5444157393380715,-0.5460157230826724,-0.20565414012473146,-0.051265439129083525,-0.20535568324985307,-0.2033062158595378,-0.5959479599272753,-0.8508071004924223,0.8482369773622311,0.8546625655435112,0.8595387980295542,-0.3075954866096915,0.8571326138101922,0.8516247215463587,0.8570576527633208,0.8595415244861059,-0.3943340423318081,-0.20100414304790343,-0.2008971884390067,-0.2008483600601487,-0.20132221752983495,-0.194597883002092,-0.01175758132922491,,,,-0.000673680083020915,-0.21502816684355616,-0.8543414668496317,-0.5302960561148002,0.2390344886094525,-0.20395240394183914,-0.5199042600443848,-0.3231425766222849,-0.32298207483909697,-0.012699419182327427,-0.01175758132922491,,-0.7196911527319362,0.7186153683043853,-0.03286106125247291,,,-0.6923180538249037,-0.5133781133920223,-0.5444157393380715,-0.20535568324985307,-0.000673680083020915,,,,,,,0.7819686864451126,0.4642419521124109,-0.20800783488426133,-0.21789171982073868,-0.7171150542419399,-0.2437940717601694,0.7821850602209973,-0.0016607492646870837,0.9537087252008951,0.016585695155423234,0.9537051651663904,0.9537224261042744,0.9781825247242443,0.33137872760577247,0.9700648894221154,1.0
